Name	Date
GCA_000269265.1_ASM26926v1_genomic	2010
GCA_000269385.1_ASM26938v1_genomic	2010
GCA_000269285.1_ASM26928v1_genomic	2010
GCA_000269285.2_ASM26928v2_genomic	2010
GCA_000268945.1_ASM26894v1_genomic	2010
GCA_000269105.1_ASM26910v1_genomic	2010
GCA_000269125.1_ASM26912v1_genomic	2010
GCA_000268465.1_ASM26846v1_genomic	2008
GCA_000269365.1_ASM26936v1_genomic	2010
GCA_000269245.1_ASM26924v1_genomic	2010
GCA_000269485.1_ASM26948v1_genomic	2010
GCA_000269165.1_ASM26916v1_genomic	2010
GCA_000268665.1_ASM26866v1_genomic	2010
GCA_000268685.1_ASM26868v1_genomic	2010
GCA_000268485.2_ASM26848v2_genomic	2009
GCA_000311885.1_ASM31188v1_genomic	2010
GCA_000268485.1_ASM26848v1_genomic	2009
GCA_000268725.1_ASM26872v1_genomic	2010
GCA_000268725.2_ASM26872v2_genomic	2010
GCA_000268905.1_ASM26890v1_genomic	2010
GCA_000268845.1_ASM26884v1_genomic	2010
GCA_000269445.1_ASM26944v1_genomic	2010
GCA_000268805.1_ASM26880v1_genomic	2010
GCA_000268805.2_ASM26880v2_genomic	2010
GCA_000268885.1_ASM26888v1_genomic	2010
GCA_000269205.1_ASM26920v1_genomic	2010
GCA_000269145.1_ASM26914v1_genomic	2010
GCA_000268745.1_ASM26874v1_genomic	2010
GCA_000269185.1_ASM26918v1_genomic	2010
GCA_000269305.1_ASM26930v1_genomic	2010
GCA_000268965.1_ASM26896v1_genomic	2010
GCA_000269425.1_ASM26942v1_genomic	2010
GCA_000269065.1_ASM26906v1_genomic	2010
GCA_000269405.1_ASM26940v1_genomic	2010
GCA_000269225.1_ASM26922v1_genomic	2010
GCA_000269325.1_ASM26932v1_genomic	2010
GCA_000268765.1_ASM26876v1_genomic	2010
GCA_000268785.1_ASM26878v1_genomic	2010
GCA_000268705.1_ASM26870v1_genomic	2010
GCA_000268645.1_ASM26864v1_genomic	2009
GCA_000269345.1_ASM26934v1_genomic	2010
GCA_000268865.1_ASM26886v1_genomic	2010
GCA_000268865.2_ASM26886v2_genomic	2010
GCA_000269045.1_ASM26904v1_genomic	2010
GCA_000268545.1_ASM26854v1_genomic	2006
GCA_000269085.1_ASM26908v1_genomic	2010
GCA_000268565.1_ASM26856v1_genomic	2006
GCA_000268425.1_ASM26842v1_genomic	2006
GCA_000268605.1_ASM26860v1_genomic	2007
GCA_000268365.1_ASM26836v1_genomic	2006
GCA_000268325.1_ASM26832v1_genomic	2006
GCA_000268345.1_ASM26834v1_genomic	2006
GCA_000268505.1_ASM26850v1_genomic	2009
GCA_000268385.1_ASM26838v1_genomic	2006
GCA_000268925.1_ASM26892v1_genomic	2010
GCA_000268625.1_ASM26862v1_genomic	2008
GCA_000268585.1_ASM26858v1_genomic	2006
GCA_000268825.1_ASM26882v1_genomic	2010
GCA_000268445.1_ASM26844v1_genomic	2006
GCA_000268405.1_ASM26840v1_genomic	2006
GCA_000269465.1_ASM26946v1_genomic	2010
GCA_003797205.1_ASM379720v1_genomic	1969
GCA_001487065.1_Yersinia_pestis_genomic	[2000:2016]
GCA_000986995.1_YPES001-SEQ-2-ASM-1_genomic	1994
GCA_000182525.1_ASM18252v1_genomic	1966
GCA_000255875.1_ASM25587v1_genomic	2009
GCA_000255895.1_ASM25589v1_genomic	2009
GCA_000255855.1_ASM25585v1_genomic	2009
GCA_000834495.1_ASM83449v1_genomic	2002
GCA_000255815.1_ASM25581v1_genomic	2009
GCA_000255835.1_ASM25583v1_genomic	2009
GCA_000255755.1_ASM25575v1_genomic	2009
GCA_000255775.1_ASM25577v1_genomic	2009
GCA_000255795.1_ASM25579v1_genomic	2009
GCA_001509865.1_ASM150986v1_genomic	2009
GCA_000834335.1_ASM83433v1_genomic	1954
GCA_001509855.1_ASM150985v1_genomic	2011
GCA_000255735.1_ASM25573v1_genomic	2009
GCA_001693595.1_ASM169359v1_genomic	2016
Reference	1992
GCA_000834775.1_ASM83477v1_genomic	1967
GCA_000705315.1_EDB10_058v1_genomic	2010
GCA_000181455.2_ASM18145v2_genomic	1988
GCA_000269005.1_ASM26900v1_genomic	2010
GCA_000269025.1_ASM26902v1_genomic	2010
GCA_000268525.1_ASM26852v1_genomic	2010
GCA_000222975.1_ASM22297v1_genomic	1939
GCA_000268985.1_ASM26898v1_genomic	2010
GCA_000475155.2_YP24H_v2_genomic	1998
GCA_000834755.1_ASM83475v1_genomic	1939
GCA_000834905.1_ASM83490v1_genomic	1957
GCA_003798085.1_ASM379808v1_genomic	1957
GCA_900460465.1_57940_B01_genomic	1939
GCA_000475095.2_YP009_v2_genomic	1994
GCA_000475115.2_YP113_v2_genomic	1994
GCA_000590535.1_EV_NIIEG_genomic	1941
GCA_000324805.2_EV76-CN_genomic	1926
IP283	1994
GCA_001261985.1_YPW_3_IHQD_genomic	[1926:2015]
GCA_000168235.2_ASM16823v2_genomic	1995
GCA_000169635.1_ASM16963v1_genomic	2005
GCA_000323985.1_ASM32398v1_genomic	1952
GCA_000324625.1_ASM32462v1_genomic	1991
GCA_000324865.1_ASM32486v1_genomic	1984
GCA_000324425.1_ASM32442v1_genomic	1982
GCA_000325485.1_ASM32548v1_genomic	1982
GCA_000324645.1_ASM32464v1_genomic	1991
GCA_000325445.1_ASM32544v1_genomic	2000
GCA_000325425.1_ASM32542v1_genomic	2002
GCA_000170275.1_ASM17027v1_genomic	1991
GCA_000325405.1_ASM32540v1_genomic	1995
GCA_000834235.1_ASM83423v1_genomic	[1950:2000]
GCA_000182505.1_ASM18250v1_genomic	[1898:1950]
IP579	1908
GCA_000324825.1_ASM32482v1_genomic	1946
GCA_000324845.1_ASM32484v1_genomic	1954
GCA_000325365.1_ASM32536v1_genomic	1954
GCA_000325385.1_ASM32538v1_genomic	1977
GCA_000022825.1_ASM2282v1_genomic	1982
GCA_000324385.1_ASM32438v1_genomic	1982
GCA_000325465.1_ASM32546v1_genomic	1957
GCA_000324765.1_ASM32476v1_genomic	1977
GCA_000324365.1_ASM32436v1_genomic	1979
GCA_000324405.1_ASM32440v1_genomic	1984
GCA_000324785.1_ASM32478v1_genomic	1979
GCA_000022805.1_ASM2280v1_genomic	2006
GCA_000323285.1_ASM32328v1_genomic	1976
GCA_000324105.1_ASM32410v1_genomic	1990
GCA_000022845.1_ASM2284v1_genomic	1976
GCA_000323805.1_ASM32380v1_genomic	1965
GCA_000324725.1_ASM32472v1_genomic	1982
GCA_000324705.1_ASM32470v1_genomic	1964
GCA_000324685.1_ASM32468v1_genomic	1964
GCA_000323825.1_ASM32382v1_genomic	1954
GCA_000323685.1_ASM32368v1_genomic	1997
GCA_000324085.1_ASM32408v1_genomic	1991
GCA_000324745.1_ASM32474v1_genomic	1991
GCA_000323445.1_ASM32344v1_genomic	2004
GCA_000323865.1_ASM32386v1_genomic	1988
GCA_000323885.1_ASM32388v1_genomic	1964
GCA_000323545.1_ASM32354v1_genomic	1971
GCA_000323745.1_ASM32374v1_genomic	1975
GCA_000324285.1_ASM32428v1_genomic	1964
GCA_000323785.1_ASM32378v1_genomic	1989
GCA_000323965.1_ASM32396v1_genomic	1954
GCA_000325165.1_ASM32516v1_genomic	1985
GCA_000323605.1_ASM32360v1_genomic	1978
GCA_000013825.1_ASM1382v1_genomic	1965
GCA_003798225.1_ASM379822v1_genomic	1954
GCA_000169615.1_ASM16961v1_genomic	2004
IP542	1952
IP543	1953
GCA_000835005.1_ASM83500v1_genomic	1985
SAMEA5054090	[1300:1400]
SAMEA3937654	[1362:1400]
SAMEA5054089	[1300:1400]
SAMEA5818818	[1485:1635]
SAMEA5818822	[1485:1635]
SAMEA5818825	[1485:1635]
SAMEA5818830	[1485:1635]
SAMEA5818829	[1485:1635]
SAMEA5818826	[1485:1635]
SAMEA5818828	[1485:1635]
SAMEA5818821	[1485:1635]
SAMEA5818803	[1618:1648]
SAMEA5818808	[1455:1632]
SAMEA3713711	[1720:1722]
SAMEA3713714	[1720:1722]
SAMEA3713712	[1720:1722]
SAMEA3713713	[1720:1722]
SAMEA3713715	[1720:1722]
SAMEA5818798	[1560:1635]
SAMEA5818801	[1560:1635]
SAMEA5818799	[1560:1635]
SAMEA5818800	[1560:1635]
SAMEA5818805	[1485:1627]
SAMEA5818815	[1475:1536]
SAMEA5818817	[1420:1630]
SAMEA5818809	[1283:1390]
SAMEA3937653	[1300:1420]
SAMEA5818811	[1292:1392]
SAMN00715800	[1348:1350]
SAMEA5054092	[1270:1390]
SAMEA5054093	[1279:1389]
SAMEA5818806	[1300:1400]
GCA_001595585.1_ASM159558v1_genomic	2009
GCA_003085995.1_ASM308599v1_genomic	2014
GCA_003086055.1_ASM308605v1_genomic	2014
GCA_008630485.1_ASM863048v1_genomic	1997
GCA_001613885.1_ASM161388v1_genomic	1990
GCA_001617705.1_Yersinia_pestis_C-791_genomic	2003
GCA_008630575.1_ASM863057v1_genomic	1984
GCA_008630395.1_ASM863039v1_genomic	1984
GCA_001617815.1_Yersinia_pestis_M-1453_genomic	1991
GCA_003085855.1_ASM308585v1_genomic	2002
GCA_001617715.1_Yersinia_pestis_M-519_genomic	1967
GCA_003085975.1_ASM308597v1_genomic	2014
GCA_003086155.1_ASM308615v1_genomic	1990
GCA_001617725.1_Yersinia_pestis_M-1484_genomic	1992
GCA_001188735.1_ASM118873v1_genomic	[1961:1976]
GCA_001617805.1_Yersinia_pestis_173_genomic	1978
GCA_006376475.1_ASM637647v1_genomic	1968
GCA_001617785.1_Yersinia_pestis_M-549_genomic	1977
GCA_001188815.1_ASM118881v1_genomic	1975
GCA_009296005.1_ASM929600v1_genomic	1953
GCA_000970105.1_ASM97010v1_genomic	2007
GCA_002529545.1_ASM252954v1_genomic	2009
GCA_000006645.1_ASM664v1_genomic	1968
GCA_000182705.1_ASM18270v1_genomic	[1968:1998]
GCA_001261975.1_YPW_8_IHQD_genomic	[1968:2015]
GCA_003074355.1_ASM307435v1_genomic	1967
GCA_003074375.1_ASM307437v1_genomic	1955
GCA_003074335.1_ASM307433v1_genomic	1966
IP557	1963
IP562	1947
GCA_006376495.1_ASM637649v1_genomic	1968
GCA_006376535.1_ASM637653v1_genomic	1970
GCA_006376415.1_ASM637641v1_genomic	1950
GCA_001559935.1_ASM155993v1_genomic	1989
GCA_001613865.1_ASM161386v1_genomic	1971
GCA_006376435.1_ASM637643v1_genomic	1959
GCA_004023585.1_ASM402358v1_genomic	2005
GCA_004023595.1_ASM402359v1_genomic	2005
GCA_000275685.1_ASM27568v1_genomic	2005
GCA_000323205.1_ASM32320v1_genomic	2005
GCA_000323225.1_ASM32322v1_genomic	2005
GCA_000323245.1_ASM32324v1_genomic	2006
GCA_003086075.1_ASM308607v1_genomic	1983
GCA_003086115.1_ASM308611v1_genomic	1988
GCA_002412305.1_Y.pestis_A-1809_genomic	1980
GCA_001613895.1_ASM161389v1_genomic	1990
GCA_003074295.1_ASM307429v1_genomic	1967
GCA_001617735.1_Yersinia_pestis_M-1763_genomic	2002
GCA_003086095.1_ASM308609v1_genomic	1993
GCA_000323565.1_ASM32356v1_genomic	1973
GCA_000323725.1_ASM32372v1_genomic	1973
GCA_000169655.1_ASM16965v1_genomic	1973
GCA_000323645.1_ASM32364v1_genomic	1987
GCA_000324985.1_ASM32498v1_genomic	1987
GCA_000325325.1_ASM32532v1_genomic	2006
GCA_000325345.1_ASM32534v1_genomic	2006
GCA_000325045.1_ASM32504v1_genomic	1991
GCA_000325065.1_ASM32506v1_genomic	1994
GCA_000323945.1_ASM32394v1_genomic	2003
GCA_000324005.1_ASM32400v1_genomic	1961
GCA_000325085.1_ASM32508v1_genomic	2001
GCA_000324605.1_ASM32460v1_genomic	1970
GCA_000325025.1_ASM32502v1_genomic	1970
GCA_000324445.1_ASM32444v1_genomic	1970
GCA_000324485.1_ASM32448v1_genomic	1957
GCA_000324945.1_ASM32494v1_genomic	1958
GCA_000325005.1_ASM32500v1_genomic	1969
GCA_000325125.1_ASM32512v1_genomic	1978
GCA_000325105.1_ASM32510v1_genomic	1963
GCA_000324025.1_ASM32402v1_genomic	1964
GCA_006376575.1_ASM637657v1_genomic	1971
GCA_008630375.1_ASM863037v1_genomic	1982
GCA_008630435.1_ASM863043v1_genomic	1996
GCA_009295985.1_ASM929598v1_genomic	2000
GCA_003074275.1_ASM307427v1_genomic	1986
GCA_000323465.1_ASM32346v1_genomic	1956
GCA_000323585.1_ASM32358v1_genomic	1965
GCA_000324965.1_ASM32496v1_genomic	1959
GCA_000834275.1_ASM83427v1_genomic	1940
GCA_000834885.1_ASM83488v1_genomic	2008
GCA_001601285.1_ASM160128v1_genomic	1970
GCA_002188835.1_ASM218883v1_genomic	1983
GCA_000324245.1_ASM32424v1_genomic	1954
GCA_000324265.1_ASM32426v1_genomic	1957
GCA_000323905.1_ASM32390v1_genomic	1989
GCA_000323925.1_ASM32392v1_genomic	1996
GCA_000324305.1_ASM32430v1_genomic	1959
GCA_000324505.1_ASM32450v1_genomic	1971
GCA_000324545.1_ASM32454v1_genomic	1970
GCA_000324565.1_ASM32456v1_genomic	1957
GCA_000324585.1_ASM32458v1_genomic	1989
GCA_000182485.1_ASM18248v1_genomic	1967
GCA_002005285.1_ASM200528v1_genomic	[1898:1950]
GCA_000475135.2_YPS03_v2_genomic	2002
GCA_000323305.1_ASM32330v1_genomic	1968
GCA_000323325.1_ASM32332v1_genomic	1990
GCA_000324145.1_ASM32414v1_genomic	1998
GCA_000324905.1_ASM32490v1_genomic	1996
GCA_000324885.1_ASM32488v1_genomic	1996
GCA_000320445.1_ASM32044v1_genomic	2004
GCA_000323345.1_ASM32334v1_genomic	1996
GCA_000324125.1_ASM32412v1_genomic	1996
GCA_003074195.1_ASM307419v1_genomic	2015
GCA_003074215.1_ASM307421v1_genomic	2015
GCA_003074255.1_ASM307425v1_genomic	2012
GCA_003074155.1_ASM307415v1_genomic	2015
GCA_003085915.1_ASM308591v1_genomic	2014
GCA_003074235.1_ASM307423v1_genomic	1988
GCA_003086015.1_ASM308601v1_genomic	2012
GCA_009363195.1_ASM936319v1_genomic	1977
GCA_000325225.1_ASM32522v1_genomic	2002
GCA_003074315.1_ASM307431v1_genomic	1987
GCA_009295945.1_ASM929594v1_genomic	1984
GCA_000325265.1_ASM32526v1_genomic	1997
GCA_000325285.1_ASM32528v1_genomic	1997
GCA_000325245.1_ASM32524v1_genomic	1980
GCA_000325205.1_ASM32520v1_genomic	2000
GCA_000325305.1_ASM32530v1_genomic	1998
GCA_002188855.1_ASM218885v1_genomic	1971
GCA_000323525.1_ASM32352v1_genomic	1989
GCA_000323765.1_ASM32376v1_genomic	1976
GCA_000324325.1_ASM32432v1_genomic	1961
GCA_000323505.1_ASM32350v1_genomic	2004
GCA_000323385.1_ASM32338v1_genomic	1995
GCA_000323705.1_ASM32370v1_genomic	1956
GCA_001188675.1_ASM118867v1_genomic	[1961:1976]
GCA_002412225.1_Y.pestis_A-1486_genomic	1966
GCA_000323405.1_ASM32340v1_genomic	1999
GCA_000324065.1_ASM32406v1_genomic	2001
GCA_000324165.1_ASM32416v1_genomic	1979
GCA_000734805.1_ASM73480v1_genomic	1947
GCA_002412245.1_Y.pestis_A-1691_genomic	1971
GCA_003074595.1_ASM307459v1_genomic	1967
GCA_002412255.1_Y.pestis_A-1836_genomic	1983
GCA_003074535.1_ASM307453v1_genomic	1952
GCA_000169675.1_ASM16967v1_genomic	2003
GCA_000320465.1_ASM32046v1_genomic	2003
SAMEA5661360	[428:595]
SAMEA5661390	[419:537]
SAMEA5661389	[433:599]
SAMEA4354665	[426:571]
SAMEA5661372	[650:880]
SAMEA5661375	[650:880]
SAMEA5661367	[650:880]
SAMEA5661385	[434:600]
SAMEA5661384	[432:610]
SAMEA5661365	[500:650]
SAMEA5661363	[474:637]
SAMEA5661364	[500:650]
SAMEA1061800	[214:261]
GCA_009667945.1_ASM966794v1_genomic	1986
GCA_009669665.1_ASM966966v1_genomic	2002
GCA_009670105.1_ASM967010v1_genomic	1989
GCA_009670545.1_ASM967054v1_genomic	1983
GCA_009669845.1_ASM966984v1_genomic	2001
GCA_009669835.1_ASM966983v1_genomic	2001
GCA_009669925.1_ASM966992v1_genomic	1999
GCA_009669955.1_ASM966995v1_genomic	2000
GCA_009670585.1_ASM967058v1_genomic	1982
GCA_009669805.1_ASM966980v1_genomic	1980
GCA_009669565.1_ASM966956v1_genomic	2005
GCA_009669875.1_ASM966987v1_genomic	2001
GCA_009670345.1_ASM967034v1_genomic	1987
GCA_009670785.1_ASM967078v1_genomic	1976
GCA_009670205.1_ASM967020v1_genomic	1988
GCA_009669905.1_ASM966990v1_genomic	2001
GCA_009670835.1_ASM967083v1_genomic	1976
GCA_009667925.1_ASM966792v1_genomic	1987
GCA_009670225.1_ASM967022v1_genomic	1987
GCA_009670185.1_ASM967018v1_genomic	1988
GCA_009670235.1_ASM967023v1_genomic	1987
GCA_009669725.1_ASM966972v1_genomic	1987
GCA_009670305.1_ASM967030v1_genomic	1987
GCA_009670285.1_ASM967028v1_genomic	1987
GCA_009670395.1_ASM967039v1_genomic	1984
GCA_009670415.1_ASM967041v1_genomic	1986
GCA_009670765.1_ASM967076v1_genomic	1977
GCA_009667935.1_ASM966793v1_genomic	1986
GCA_000323365.1_ASM32336v1_genomic	1971
GCA_009670675.1_ASM967067v1_genomic	1980
GCA_009670605.1_ASM967060v1_genomic	1982
GCA_009669605.1_ASM966960v1_genomic	2005
GCA_009669545.1_ASM966954v1_genomic	2006
GCA_009670485.1_ASM967048v1_genomic	1984
GCA_009669555.1_ASM966955v1_genomic	2005
GCA_009667985.1_ASM966798v1_genomic	1986
GCA_009669765.1_ASM966976v1_genomic	1983
GCA_009670705.1_ASM967070v1_genomic	1972
GCA_009670465.1_ASM967046v1_genomic	1984
GCA_009670005.1_ASM967000v1_genomic	1995
GCA_009670725.1_ASM967072v1_genomic	1974
GCA_009670815.1_ASM967081v1_genomic	1972
GCA_009670355.1_ASM967035v1_genomic	1986
GCA_009670575.1_ASM967057v1_genomic	1983
GCA_009670625.1_ASM967062v1_genomic	1983
GCA_009670715.1_ASM967071v1_genomic	1977
GCA_009670775.1_ASM967077v1_genomic	1977
GCA_009670325.1_ASM967032v1_genomic	1986
GCA_009669705.1_ASM966970v1_genomic	1986
GCA_009670995.1_ASM967099v1_genomic	1967
GCA_009667885.1_ASM966788v1_genomic	1986
GCA_009670865.1_ASM967086v1_genomic	1971
GCA_009669625.1_ASM966962v1_genomic	2005
GCA_009670045.1_ASM967004v1_genomic	1995
GCA_009669935.1_ASM966993v1_genomic	1995
GCA_009669635.1_ASM966963v1_genomic	2003
GCA_009669825.1_ASM966982v1_genomic	2001
GCA_009669675.1_ASM966967v1_genomic	2004
GCA_009670665.1_ASM967066v1_genomic	1981
GCA_009670115.1_ASM967011v1_genomic	1992
GCA_009670055.1_ASM967005v1_genomic	1993
GCA_009669775.1_ASM966977v1_genomic	1983
GCA_009670075.1_ASM967007v1_genomic	1993
GCA_009670565.1_ASM967056v1_genomic	1983
GCA_009670515.1_ASM967051v1_genomic	1983
GCA_009670905.1_ASM967090v1_genomic	1968
GCA_009670015.1_ASM967001v1_genomic	1994
GCA_009670895.1_ASM967089v1_genomic	1969
GCA_009667895.1_ASM966789v1_genomic	1991
GCA_009670385.1_ASM967038v1_genomic	1986
GCA_009669975.1_ASM966997v1_genomic	1995
GCA_009670135.1_ASM967013v1_genomic	1991
GCA_009670875.1_ASM967087v1_genomic	1969
GCA_009670155.1_ASM967015v1_genomic	1991
GCA_009669715.1_ASM966971v1_genomic	1986
GCA_009670245.1_ASM967024v1_genomic	1987
GCA_009670445.1_ASM967044v1_genomic	1984
GCA_009670475.1_ASM967047v1_genomic	1983
GCA_009670935.1_ASM967093v1_genomic	1967
GCA_000324225.1_ASM32422v1_genomic	1976
GCA_000323185.1_ASM32318v1_genomic	1985
GCA_000324185.1_ASM32418v1_genomic	1967
GCA_000323425.1_ASM32342v1_genomic	2001
GCA_000324205.1_ASM32420v1_genomic	1980
GCA_000324345.1_ASM32434v1_genomic	1982
GCA_000323665.1_ASM32366v1_genomic	1994
GCA_001295025.1_ASM129502v1_genomic	1972
GCA_002981925.1_ASM298192v1_genomic	1972
GCA_002981895.1_ASM298189v1_genomic	1972
GCA_002981955.1_ASM298195v1_genomic	1972
GCA_006546745.1_ASM654674v1_genomic	1990
GCA_003122795.1_Y.pestis_I-2422_genomic	1974
GCA_006546665.1_ASM654666v1_genomic	1987
GCA_000950945.1_ASM95094v1_genomic	1986
GCA_002981915.1_ASM298191v1_genomic	1986
GCA_002981995.1_ASM298199v1_genomic	1973
GCA_006517425.1_ASM651742v1_genomic	1982
GCA_006546725.1_ASM654672v1_genomic	1986
GCA_001972515.1_ASM197251v1_genomic	2001
GCA_002173815.1_ASM217381v1_genomic	2001
GCA_002188775.1_ASM218877v1_genomic	2007
GCA_002173795.1_ASM217379v1_genomic	2007
GCA_002173805.1_ASM217380v1_genomic	2001
GCA_000182545.1_ASM18254v1_genomic	[1950:1984]
GCA_003085895.1_ASM308589v1_genomic	1982
GCA_000834925.1_ASM83492v1_genomic	[1950:1984]
GCA_001295115.1_ASM129511v1_genomic	1961
GCA_001972475.1_ASM197247v1_genomic	2001
GCA_002188755.1_ASM218875v1_genomic	1977
GCA_002188725.1_ASM218872v1_genomic	2007
GCA_002188765.1_ASM218876v1_genomic	2007
GCA_001294965.1_ASM129496v1_genomic	2002
GCA_003085955.1_ASM308595v1_genomic	2014
GCA_003086035.1_ASM308603v1_genomic	2012
GCA_002188685.1_ASM218868v1_genomic	2007
GCA_001295145.1_ASM129514v1_genomic	1980
GCA_001972505.1_ASM197250v1_genomic	1980
GCA_001294975.1_ASM129497v1_genomic	1980
GCA_001601735.1_ASM160173v1_genomic	1980
GCA_001294885.1_ASM129488v1_genomic	1979
GCA_002412235.1_Y.pestis_A-1249_genomic	1970
GCA_001294805.1_ASM129480v1_genomic	1984
GCA_002188815.1_ASM218881v1_genomic	1984
GCA_002188845.1_ASM218884v1_genomic	1982
GCA_003074175.1_ASM307417v1_genomic	1983
GCA_000007885.1_ASM788v1_genomic	1970
GCA_000324465.1_ASM32446v1_genomic	1970
GCA_000324525.1_ASM32452v1_genomic	1970
GCA_000324045.1_ASM32404v1_genomic	2001
GCA_000325185.1_ASM32518v1_genomic	2001
GCA_000324665.1_ASM32466v1_genomic	2000
GCA_000320425.1_ASM32042v1_genomic	2004
GCA_000323625.1_ASM32362v1_genomic	2004
SAMEA104488961	[-1918:-1754]
GCA_001188695.1_ASM118869v1_genomic	[1966:1997]
GCA_001188935.1_ASM118893v1_genomic	[1966:1997]
GCA_000324925.1_ASM32492v1_genomic	[1950:2000]
GCA_001188775.1_ASM118877v1_genomic	[1966:1997]
GCA_000382525.1_Yersinia_pestis_G3768_assembly_genomic	[1950:2000]
GCA_001188755.1_ASM118875v1_genomic	1992
GCA_000382505.1_Yersinia_pestis_G1670E_assembly_genomic	[1950:2000]
GCA_001294815.1_ASM129481v1_genomic	1983
GCA_000382545.1_Yersinia_pestis_assembly_genomic	[1950:2000]
GCA_001188335.1_DYA_1_genomic	[1950:2000]
GCA_001188795.1_ASM118879v1_genomic	[1966:1997]
GCA_002993145.1_ASM299314v1_genomic	1979
GCA_001294915.1_ASM129491v1_genomic	1976
GCA_006376545.1_ASM637654v1_genomic	1969
GCA_001295045.1_ASM129504v1_genomic	1971
GCA_003085935.1_ASM308593v1_genomic	1958
GCA_000834985.1_ASM83498v1_genomic	[1950:1984]
GCA_001295105.1_ASM129510v1_genomic	1968
GCA_006376505.1_ASM637650v1_genomic	1968
GCA_001294905.1_ASM129490v1_genomic	1971
GCA_000834315.1_ASM83431v1_genomic	[1950:1984]
GCA_001295185.1_ASM129518v1_genomic	1967
GCA_001188325.1_YPY_1_genomic	[1961:1976]
GCA_001188715.1_ASM118871v1_genomic	[1961:1976]
GCA_003085875.1_ASM308587v1_genomic	1975
GCA_001295065.1_ASM129506v1_genomic	1969
GCA_001972415.1_ASM197241v1_genomic	1969
GCA_003074435.1_ASM307443v1_genomic	1984
GCA_001294985.1_ASM129498v1_genomic	1978
GCA_003074395.1_ASM307439v1_genomic	1979
GCA_003074415.1_ASM307441v1_genomic	1979
GCA_001295055.1_ASM129505v1_genomic	1989
GCA_001972395.1_ASM197239v1_genomic	1984
GCA_002165475.1_ASM216547v1_genomic	2010
GCA_008630455.1_ASM863045v1_genomic	2011
GCA_001601675.1_ASM160167v1_genomic	1999
GCA_008630415.1_ASM863041v1_genomic	1988
GCA_001972385.1_ASM197238v1_genomic	1988
GCA_001972465.1_ASM197246v1_genomic	1978
GCA_001972405.1_ASM197240v1_genomic	1995
GCA_002127355.1_ASM212735v1_genomic	1996
GCA_002127365.1_ASM212736v1_genomic	1997
GCA_006376585.1_ASM637658v1_genomic	1978
GCA_002127375.1_ASM212737v1_genomic	1998
GCA_001294825.1_ASM129482v1_genomic	1984
GCA_000323485.1_ASM32348v1_genomic	1962
GCA_000323845.1_ASM32384v1_genomic	1961
SAMEA104233048	[-2007:-1882]
SAMEA3541826	[-1746:-1626]
SAMEA104233049	[-2396:-2148]
SAMEA104233047	[-2574:-2340]
SAMEA104233050	[-2883:-2642]
SAMEA104233046	[-2621:-2472]
SAMEA3541827	[-2876:-2677]
